stco,year,whc,sand,silt,clay,om,kwfactor,kffactor,spH,slope,tfactor,ppt1,ppt2
1125,2001,28.927,37.534,37.519,24.947,127.309,0.323,0.328,5.103,41.825,4.715,706.625,833.563
1125,2006,28.931,37.552,37.507,24.941,127.379,0.323,0.328,5.103,41.741,4.713,525.237,724.963
1125,2011,28.927,37.612,37.472,24.917,127.022,0.322,0.328,5.103,41.728,4.715,659.295,738.589
1127,1992,13.259,45.226,32.203,22.571,53.267,0.269,0.304,5.041,33.122,3.446,662.378,739.469
1127,2001,13.157,46.435,31.386,22.179,51.837,0.267,0.297,5.05,32.534,3.452,800.626,966.609
1127,2006,13.153,46.423,31.39,22.187,51.934,0.267,0.297,5.049,32.547,3.45,548.547,766.673
1127,2011,13.142,46.479,31.356,22.165,51.825,0.267,0.297,5.051,32.527,3.451,944.088,981.862
1129,1992,28.223,58.569,22.226,19.205,84.161,0.257,0.259,4.95,50.193,4.856,669.415,698.732
1129,2001,28.349,58.87,22.132,18.999,88.75,0.257,0.258,4.93,51.076,4.861,907.266,837.837
1129,2006,28.378,58.968,22.086,18.946,83.684,0.257,0.258,4.942,50.922,4.863,486.075,643.78
1129,2011,28.453,59.071,22.072,18.857,84.342,0.257,0.258,4.94,50.852,4.861,727.451,687.274
1131,1992,24.361,35.099,26.701,38.199,69.069,0.245,0.259,5.747,47.151,4.657,622.999,704.617
1131,2001,24.316,36.453,26.38,37.167,69.73,0.244,0.259,5.719,47.656,4.655,817.879,686.754
1131,2006,24.12,36.273,26.355,37.373,71.054,0.244,0.259,5.771,47.997,4.627,601.867,727.362
1131,2011,24.105,36.155,26.384,37.461,70.752,0.244,0.259,5.772,47.933,4.626,664.216,606.718
1133,1992,17.03,47.145,30.405,22.45,65.509,0.257,0.268,4.953,30.872,3.494,630.629,752.576
1133,2001,16.411,47.173,30.293,22.534,64.274,0.254,0.267,4.975,29.619,3.445,916.628,1051.294
1133,2006,16.468,47.086,30.341,22.573,64.537,0.255,0.267,4.972,29.793,3.446,626.284,851.495
1133,2011,16.466,47.118,30.32,22.562,64.554,0.255,0.267,4.971,29.802,3.445,886.451,864.183
4001,1992,21.78,45.46,31.543,22.997,93.395,0.327,0.341,8.28,151.323,4.531,273.232,289.638
4001,2001,20.09,50.412,27.029,22.56,60.658,0.26,0.284,8.286,155.913,4.722,141.013,155.775
4001,2006,19.83,52.91,27.007,20.082,53.975,0.262,0.269,8.277,145.489,4.595,119.079,157.303
4001,2011,19.73,53.432,26.617,19.952,53.704,0.261,0.267,8.276,145.929,4.613,93.645,149.997
4003,1992,21.578,40.756,32.491,26.753,99.771,0.296,0.309,8.048,213.579,4.547,264.261,247.116
4003,2001,21.949,41.345,31.834,26.821,104.125,0.295,0.306,8.054,220.34,4.488,159.435,198.928
4003,2006,21.956,41.365,31.865,26.77,105.276,0.295,0.305,8.049,220.745,4.493,173.956,242.226
4003,2011,21.953,41.387,31.788,26.825,105.151,0.294,0.305,8.044,220.977,4.491,154.762,202.386
4005,1992,17.57,47.184,23.896,28.92,148.505,0.205,0.237,8.067,125.932,3.993,371.262,336.121
4005,2001,16.536,58.033,23.235,18.732,80.824,0.226,0.243,8.268,110.046,3.766,116.262,99.388
4005,2006,16.644,58.642,22.7,18.659,79.502,0.225,0.241,8.271,108.829,3.835,122.863,153.362
4005,2011,16.644,58.597,22.726,18.677,79.528,0.225,0.241,8.271,108.94,3.833,78.95,123.851
4007,1992,19.142,46.46,28.646,24.893,107.802,0.242,0.29,7.592,143.27,4.599,434.714,351.905
4007,2001,16.973,48.555,26.674,24.771,80.885,0.221,0.268,7.969,152,4.344,194.121,194.375
4007,2006,20.558,46.228,31.665,22.106,41.177,0.284,0.324,8.17,147.684,4.814,190.973,228.549
4007,2011,20.558,46.228,31.665,22.106,41.177,0.284,0.324,8.17,147.684,4.814,138.208,176.66
4009,1992,21.617,42.162,37.087,20.752,108.594,0.343,0.352,7.851,230.074,4.681,264.518,234.914
4009,2001,21.84,41.375,37.544,21.081,113.357,0.347,0.354,7.847,231.408,4.729,136.943,163.524
4009,2006,21.78,41.47,37.555,20.974,114.17,0.347,0.354,7.852,231.48,4.732,179.609,222.54
4009,2011,21.758,41.529,37.504,20.966,114.251,0.347,0.354,7.851,231.488,4.731,84.317,126.743
4011,1992,29.124,23.395,41.8,34.805,70.463,0.364,0.371,8.125,211.083,4.998,232.902,219.089
4011,2001,29.104,22.655,41.449,35.896,71.18,0.36,0.367,8.127,207.435,5,114.133,130.31
4011,2006,29.149,22.89,40.954,36.155,71.033,0.357,0.363,8.126,206.036,5,179.436,258.625
4011,2011,29.135,22.768,41.059,36.173,71.468,0.358,0.364,8.125,206.485,5,54.364,85.437
4012,1992,20.007,46.212,34.274,19.514,47.658,0.348,0.35,8.217,151.574,4.611,115.959,69.915
4012,2001,20.167,45.832,34.592,19.576,47.909,0.351,0.352,8.212,151.77,4.592,53.994,26.682
4012,2006,20.247,45.681,34.621,19.698,48.022,0.351,0.352,8.212,151.763,4.59,27.665,51.832
4012,2011,20.139,45.933,34.526,19.541,47.99,0.35,0.352,8.211,151.77,4.598,29.403,41.164
4013,1992,23.042,47.96,32.163,19.877,55.822,0.327,0.348,8.219,229.907,4.825,202.156,148.46
4013,2001,22.925,48.011,32.382,19.607,57.359,0.329,0.349,8.229,231.5,4.808,75.843,55.308
4013,2006,22.679,48.28,32.253,19.467,58.025,0.327,0.348,8.23,230.963,4.797,85.952,82.456
4013,2011,22.454,48.422,32.152,19.426,58.64,0.325,0.346,8.232,230.751,4.787,38.823,40.752
4015,1992,16.356,53.549,30.065,16.386,104.889,0.274,0.296,8.021,143.423,3.922,140.282,77.669
4015,2001,17.603,51.272,31.31,17.419,107.658,0.297,0.302,8.031,153.491,3.938,50.153,30.896
4015,2006,17.68,50.627,31.609,17.763,108.023,0.299,0.304,8.032,152.861,3.938,45.631,47.54
4015,2011,17.565,51.079,31.248,17.674,108.176,0.297,0.302,8.029,152.973,3.947,32.859,77.103
4017,1992,16.982,44.834,29.56,25.606,95.448,0.292,0.307,8.248,121.946,4.445,313.104,310.42
4017,2001,19.472,40.938,31.727,27.335,107.57,0.288,0.309,8.268,116.657,4.327,173.128,198.897
4017,2006,19.412,39.969,32.092,27.939,104.855,0.292,0.312,8.254,122.773,4.341,186.707,205.818
4017,2011,19.447,39.646,32.312,28.042,105.906,0.293,0.313,8.257,122.241,4.356,113.199,167.068
4019,1992,22.236,46.176,33.084,20.74,88.267,0.313,0.331,8.026,223.312,4.712,238.681,198.855
4019,2001,24.096,40.452,37.55,21.998,93.379,0.36,0.362,8.062,233.578,4.842,160.953,163.721
4019,2006,24.239,39.824,38.115,22.061,96.229,0.362,0.364,8.054,233.405,4.843,200.854,198.062
4019,2011,24.254,39.769,38.134,22.097,96.205,0.362,0.364,8.054,233.407,4.845,90.185,126.829
4021,1992,20.877,44.489,32.214,23.297,56.456,0.329,0.335,8.306,231.439,4.469,226.36,155.113
4021,2001,21.051,44.3,32.191,23.509,56.187,0.33,0.335,8.309,231.51,4.473,117.042,104.195
4021,2006,21.025,44.339,32.146,23.515,56.174,0.33,0.335,8.309,231.551,4.473,137.632,113.461
4021,2011,21,44.383,32.111,23.506,56.192,0.329,0.335,8.309,231.536,4.472,42.636,52.698
4023,1992,17.215,57.902,26.869,15.229,108.02,0.249,0.3,7.774,120.086,4.873,371.686,307.89
4023,2001,19.164,55.528,26.592,17.881,107.826,0.242,0.291,7.817,126.603,4.944,271.172,301.752
4023,2006,19.191,55.287,26.545,18.168,107.801,0.24,0.29,7.804,126.187,4.943,310.211,367.436
4023,2011,19.126,55.376,26.6,18.024,108.063,0.241,0.291,7.804,127.338,4.942,144.577,197.354
4025,1992,23.634,42.307,32.572,25.12,154.941,0.289,0.309,7.797,183.143,4.736,312.333,268.671
4025,2001,24.856,42.111,33.202,24.687,142.974,0.308,0.318,7.846,198.095,4.887,144.223,136.51
4025,2006,23.467,41.142,32.089,26.769,166.664,0.276,0.295,7.666,179.865,4.603,171.764,208.125
4025,2011,23.48,40.984,32.129,26.887,167.605,0.275,0.295,7.662,180.124,4.599,96.62,132.261
4027,1992,22.292,50.664,28.698,20.638,42.743,0.314,0.328,8.188,145.475,4.713,67.33,21.959
4027,2001,21.962,54.067,26.796,19.137,42.751,0.301,0.309,8.191,141.463,4.707,51.201,26.121
4027,2006,21.914,53.96,26.846,19.194,42.677,0.3,0.31,8.189,141.457,4.711,26.176,36.063
4027,2011,21.919,53.942,26.879,19.179,42.648,0.301,0.311,8.189,141.553,4.711,27.614,41.224
5001,1992,37.312,15.338,54.332,30.33,122.689,0.443,0.443,5.8,70.674,4.198,702.389,594.915
5001,2001,37.379,15.368,54.288,30.344,123.54,0.443,0.443,5.799,71.172,4.195,447.175,605.806
5001,2006,37.357,15.347,54.226,30.427,123.588,0.442,0.442,5.801,71.226,4.198,486.851,534.762
5001,2011,37.358,15.343,54.226,30.432,123.577,0.442,0.442,5.801,71.23,4.198,744.903,805.792
5003,1992,33.252,11.616,51.029,37.354,113.159,0.407,0.408,6.056,72.035,4.877,733.477,730.953
5003,2001,33.618,11.504,50.835,37.66,112.985,0.407,0.407,6.081,72.639,4.919,603.31,677.905
5003,2006,33.617,11.503,50.76,37.736,112.94,0.407,0.407,6.084,72.661,4.92,496.367,598.99
5003,2011,33.618,11.44,50.696,37.864,113.032,0.406,0.406,6.086,72.695,4.92,443.436,581.999
5005,1992,16.843,22.045,39.716,38.239,150.202,0.185,0.303,5.495,43.618,3.842,547.759,622.8
5005,2001,16.696,22.509,39.31,38.181,148.893,0.184,0.301,5.5,42.913,3.837,376.013,501.219
5005,2006,16.704,22.528,39.307,38.165,148.927,0.184,0.301,5.501,42.922,3.839,681.933,842.853
5005,2011,16.697,22.534,39.303,38.163,148.939,0.184,0.301,5.501,42.907,3.838,899.287,935.337
5007,1992,18.246,15.98,50.169,33.85,129.728,0.201,0.398,5.153,51.832,3.885,625.589,772.262
5007,2001,18.401,15.899,50.172,33.93,128.538,0.206,0.398,5.156,52.857,3.86,427.85,648.265
5007,2006,18.323,15.974,50.123,33.903,128.913,0.204,0.399,5.158,52.573,3.863,596.858,680.976
5007,2011,18.284,16.006,50.095,33.899,129.045,0.204,0.399,5.158,52.396,3.865,845.757,996.637
5009,1992,14.81,16.794,43.831,39.375,192.43,0.173,0.335,5.187,39.117,3.678,633.828,810.198
5009,2001,14.79,16.923,43.767,39.31,191.762,0.173,0.335,5.182,39.031,3.666,363.817,511.472
5009,2006,14.797,16.922,43.771,39.306,191.636,0.174,0.335,5.182,39.032,3.667,583.515,716.371
5009,2011,14.775,16.93,43.76,39.31,191.747,0.173,0.335,5.181,38.953,3.663,868.523,966.11
5011,1992,24.858,44.695,31.8,23.505,110.05,0.298,0.322,5.157,57.209,4.6,800.638,755.941
5011,2001,25.26,43.928,33.117,22.955,113.114,0.303,0.327,5.18,58.005,4.62,696.804,798.243
5011,2006,25.062,44.465,32.792,22.743,112.309,0.301,0.326,5.176,57.756,4.618,476.736,532.476
5011,2011,25.044,44.557,32.691,22.752,112.214,0.301,0.325,5.174,57.703,4.616,499.962,570.639
5013,1992,25.272,43.557,35.23,21.213,107.88,0.33,0.34,5.059,56.968,4.497,670.066,643.419
5013,2001,26.059,41.766,36.799,21.435,112.033,0.339,0.348,5.078,57.882,4.533,726.983,839.036
5013,2006,25.83,42.644,36.026,21.33,109.85,0.334,0.344,5.073,57.372,4.525,499.993,520.902
5013,2011,25.856,42.632,36.029,21.34,110.084,0.334,0.344,5.074,57.429,4.525,539.525,599.223
5015,1992,14.049,18.043,42.905,39.052,179.972,0.166,0.319,5.515,39.156,3.43,654.162,897.633
5015,2001,14.093,17.833,42.952,39.215,180.523,0.166,0.319,5.489,39.34,3.456,411.132,593.41
5015,2006,14.094,17.834,42.953,39.213,180.495,0.166,0.319,5.489,39.344,3.456,634.953,751.27
5015,2011,14.052,17.815,42.955,39.23,181.07,0.166,0.319,5.49,39.261,3.451,890.644,1035.143
5017,1992,27.712,8.899,37.343,53.758,105.158,0.288,0.288,6.684,67.835,4.873,685.142,662.696
5017,2001,27.426,8.965,36.522,54.514,104.573,0.281,0.281,6.721,67.553,4.89,575.088,669.219
5017,2006,27.403,8.996,36.369,54.636,104.442,0.28,0.28,6.729,67.525,4.895,503.194,621.266
5017,2011,27.405,8.982,36.356,54.662,104.446,0.28,0.28,6.729,67.531,4.895,482.084,584.982
5019,1992,26.488,26.433,42.071,31.496,104.865,0.327,0.343,5.594,53.511,4.524,634.704,649.612
5019,2001,26.824,25.642,42.879,31.479,106.857,0.332,0.347,5.675,54.001,4.556,629.721,763.611
5019,2006,26.856,25.463,43.014,31.524,107.012,0.332,0.347,5.685,53.997,4.558,583.067,570.825
5019,2011,26.868,25.477,43.062,31.46,106.817,0.333,0.348,5.678,53.863,4.56,703.953,762.42
5021,1992,32.056,20.689,53.664,25.647,106.861,0.435,0.436,6.026,67.319,4.286,561.64,596.637
5021,2001,32.1,20.823,53.406,25.771,107.129,0.434,0.435,6.039,67.729,4.295,366.367,523.823
5021,2006,32.097,20.818,53.398,25.783,107.111,0.434,0.435,6.04,67.74,4.294,705.016,1004.101
5021,2011,32.095,20.815,53.4,25.786,107.102,0.434,0.435,6.04,67.74,4.294,980.07,959.236
5023,1992,11.619,42.549,33.419,24.033,57.876,0.208,0.333,5.093,41.918,2.825,619.438,636.403
5023,2001,10.94,43.197,32.699,24.104,55.63,0.198,0.331,5.084,41.52,2.74,388.906,494.41
5023,2006,10.938,43.235,32.679,24.086,55.642,0.198,0.331,5.085,41.542,2.739,589.275,724.68
5023,2011,10.945,43.232,32.677,24.091,55.682,0.198,0.331,5.085,41.529,2.74,856.31,899.079
5025,1992,22.243,35.297,40.292,24.41,81.443,0.357,0.366,5.202,55.656,4.623,712.651,650.51
5025,2001,22.632,34.158,41.506,24.336,83.224,0.363,0.371,5.216,56.889,4.655,637.537,769.212
5025,2006,22.553,34.455,41.144,24.401,82.846,0.36,0.368,5.213,56.371,4.648,544.405,606.458
5025,2011,22.519,34.34,41.347,24.313,82.745,0.363,0.371,5.21,56.453,4.639,689.79,745.855
5027,1992,27.734,46.164,28.843,24.992,99.538,0.305,0.305,5.118,49.491,4.942,658.011,634.856
5027,2001,27.946,45.801,29.288,24.911,100.173,0.306,0.306,5.125,49.134,4.947,686.112,907.587
5027,2006,27.942,46.026,29.058,24.916,100.089,0.304,0.304,5.124,48.862,4.947,472.844,492.234
5027,2011,27.918,46.071,29.024,24.905,100.126,0.304,0.304,5.124,48.876,4.947,441.368,470.829
5029,1992,20.865,27.055,45.885,27.06,102.417,0.345,0.368,5.739,54.871,3.591,587.636,559.011
5029,2001,20.728,27.047,46.161,26.792,101.094,0.346,0.37,5.702,54.382,3.551,421.348,513.101
5029,2006,20.698,27.161,46.078,26.761,100.89,0.346,0.37,5.701,54.376,3.55,646.805,718.806
5029,2011,20.745,27.104,46.159,26.737,101.2,0.346,0.37,5.707,54.441,3.557,762.649,817.494
5031,1992,34.085,16.669,58.368,24.963,110.129,0.456,0.456,6.078,70.966,4.246,663.549,644.845
5031,2001,34.141,16.867,58.059,25.074,110.5,0.454,0.455,6.101,71.46,4.257,385.147,484.929
5031,2006,34.145,16.876,58.021,25.103,110.517,0.454,0.454,6.104,71.517,4.257,624.286,765.445
5031,2011,34.148,16.886,58.003,25.11,110.529,0.454,0.454,6.104,71.536,4.257,748.253,746.398
5033,1992,21.306,33.897,37.947,28.155,112.372,0.307,0.345,5.425,48.99,3.711,572.967,690.777
5033,2001,21.288,34.484,37.611,27.905,113.11,0.305,0.345,5.435,48.904,3.707,400.003,598.12
5033,2006,21.265,34.499,37.635,27.866,112.923,0.305,0.345,5.434,48.925,3.702,663.692,781.562
5033,2011,21.255,34.476,37.623,27.902,112.913,0.305,0.345,5.433,48.872,3.701,733.57,834.501
5035,1992,25.902,17.036,36.992,45.972,123.878,0.298,0.298,6.486,60.331,4.895,674.103,660.792
5035,2001,25.956,17.131,36.925,45.944,123.38,0.298,0.298,6.494,60.228,4.898,504.831,677.2
5035,2006,25.948,17.108,36.889,46.003,123.497,0.298,0.298,6.495,60.197,4.898,484.039,538.563
5035,2011,25.95,17.12,36.883,45.997,123.465,0.298,0.298,6.495,60.194,4.897,863.939,838.57
5037,1992,25.78,9.965,50.866,39.17,74.257,0.4,0.4,5.346,68.837,4.519,678.018,613.532
5037,2001,25.764,9.968,50.743,39.289,74.21,0.4,0.4,5.346,68.984,4.52,441.472,585.127
5037,2006,25.763,9.97,50.784,39.246,74.176,0.4,0.4,5.346,68.994,4.519,486.542,570.064
5037,2011,25.757,9.969,50.77,39.261,74.157,0.4,0.4,5.346,68.988,4.519,776.27,765.648
5039,1992,25.352,41.221,36.56,22.219,110.982,0.311,0.341,5.08,55.192,4.456,662.016,606.583
5039,2001,25.624,41.205,36.804,21.99,114.543,0.307,0.341,5.102,56.404,4.461,683.134,841.859
5039,2006,24.88,43.061,35.084,21.854,108.982,0.296,0.331,5.089,55.344,4.429,491.551,514.798
5039,2011,25.371,41.707,36.131,22.162,111.642,0.308,0.339,5.082,53.906,4.47,725.763,765.525
5041,1992,31.468,9.763,39.812,50.425,120.294,0.29,0.29,6.813,71.247,5,614.84,516.141
5041,2001,31.38,9.723,39.325,50.952,120.504,0.286,0.286,6.828,71.186,5,499.276,682.997
5041,2006,31.381,9.731,39.325,50.945,120.496,0.286,0.286,6.828,71.159,5,474.657,521.156
5041,2011,31.381,9.727,39.324,50.949,120.498,0.286,0.286,6.828,71.153,5,572.005,671.589
5043,1992,31.703,13.656,51.056,35.287,105.145,0.4,0.4,5.943,66.974,4.694,706.132,634.156
5043,2001,32.199,13.063,50.115,36.822,107.72,0.392,0.393,6.035,68.263,4.767,540.217,691.62
5043,2006,32.255,13.005,49.86,37.135,108.054,0.39,0.391,6.052,68.409,4.776,490.348,548.792
5043,2011,32.272,12.966,49.833,37.201,108.131,0.39,0.39,6.053,68.54,4.779,543.037,647.017
5045,1992,18.766,26.561,44.39,29.049,84.611,0.331,0.363,5.259,53.212,3.269,615.326,541.291
5045,2001,17.8,27.649,43.585,28.766,82.648,0.318,0.357,5.238,51.139,3.123,439.863,513.514
5045,2006,17.767,27.686,43.556,28.758,82.591,0.317,0.357,5.239,51.104,3.117,603.742,712.095
5045,2011,17.774,27.678,43.548,28.773,82.626,0.317,0.357,5.24,51.107,3.119,892.107,936.223
5047,1992,16.401,31.97,40.415,27.614,76.379,0.272,0.352,5.243,50.332,3.202,530.623,659.767
5047,2001,17.051,30.977,41.06,27.963,77.338,0.281,0.351,5.247,51.399,3.293,418.59,596.891
5047,2006,17.078,30.934,41.102,27.964,77.296,0.282,0.351,5.246,51.488,3.297,639.209,815.496
5047,2011,17.054,30.963,41.071,27.966,77.264,0.281,0.351,5.245,51.39,3.294,772.738,854.983
5049,1992,20.404,23.009,33.878,43.113,109.57,0.199,0.261,5.419,36.499,3.936,664.233,712.716
5049,2001,20.187,23.241,32.889,43.87,107.469,0.193,0.256,5.387,35.754,3.914,378.357,508.91
5049,2006,20.177,23.256,32.865,43.879,107.456,0.192,0.256,5.386,35.731,3.913,610.194,818.794
5049,2011,20.174,23.24,32.871,43.889,107.468,0.192,0.256,5.386,35.737,3.913,949.863,963.326
5051,1992,12.292,31.316,41.679,27.005,62.043,0.242,0.386,5.217,33.245,3.095,671.225,646.89
5051,2001,13,32.002,41.51,26.488,64.821,0.253,0.385,5.208,34.737,3.149,560.26,649.749
5051,2006,13.09,31.98,41.508,26.512,65.16,0.254,0.384,5.208,34.79,3.162,623.004,702.561
5051,2011,13.104,31.914,41.526,26.559,65.185,0.254,0.384,5.208,34.736,3.166,760.973,857.044
5053,1992,26.971,39.705,35.524,24.771,93.345,0.295,0.333,4.883,48.664,4.488,616.768,558.624
5053,2001,26.8,40.575,35.312,24.113,93.486,0.289,0.333,4.903,49.137,4.475,574.982,717.57
5053,2006,26.857,40.432,35.359,24.209,93.698,0.29,0.334,4.901,49.198,4.478,533.899,631.975
5053,2011,27.018,39.58,35.819,24.602,93.864,0.296,0.336,4.89,48.753,4.494,819.477,870.944
5055,1992,29.287,18.783,53.398,27.818,101.406,0.427,0.429,6.241,65.259,4.164,611.647,622.058
5055,2001,29.3,19.028,53.128,27.843,101.686,0.425,0.428,6.25,65.432,4.168,367.667,485.738
5055,2006,29.296,19.055,53.097,27.847,101.699,0.425,0.428,6.252,65.442,4.168,562.954,771.465
5055,2011,29.291,19.067,53.087,27.845,101.697,0.425,0.428,6.252,65.447,4.167,893.621,913.225
5057,1992,26.914,29.026,34.62,36.354,145.538,0.298,0.304,5.877,50.621,4.605,704.403,746.142
5057,2001,26.898,29.065,34.694,36.24,146.193,0.299,0.306,5.884,50.692,4.607,707.837,909.305
5057,2006,26.901,29.045,34.746,36.209,146.229,0.3,0.306,5.883,50.745,4.608,561.668,526.037
5057,2011,26.903,29.027,34.745,36.227,146.302,0.3,0.306,5.884,50.742,4.607,574.244,620.141
5059,1992,20.22,36.74,39.285,23.974,73.581,0.287,0.345,5.128,41.635,4.026,626.281,629.476
5059,2001,20.496,35.836,40.306,23.858,73.883,0.297,0.35,5.135,41.553,4.027,573.732,670.271
5059,2006,20.516,35.899,40.271,23.829,73.822,0.297,0.35,5.136,41.603,4.029,630.572,680.999
5059,2011,20.573,35.985,40.109,23.906,73.85,0.296,0.349,5.132,41.506,4.037,754.728,818.195
5061,1992,21.778,40.842,29.792,29.366,95.365,0.236,0.288,5.583,46.989,4.027,682.312,791.638
5061,2001,21.963,41.194,29.806,29,94.925,0.238,0.289,5.548,47.007,4.037,689.568,795.617
5061,2006,21.997,41.155,29.792,29.053,95.157,0.238,0.289,5.553,47.177,4.046,618.657,609.836
5061,2011,21.992,41.141,29.788,29.072,95.208,0.238,0.289,5.555,47.201,4.045,570.918,626.512
5063,1992,25.451,19.834,50.46,29.706,129.561,0.326,0.382,5.706,52.695,4.103,649.715,660.032
5063,2001,25.094,20.033,50.045,29.922,127.677,0.32,0.379,5.67,51.832,4.085,379.762,495.908
5063,2006,25.091,20.033,50.04,29.926,127.78,0.319,0.379,5.67,51.849,4.085,619.672,763.254
5063,2011,25.095,20.048,50.046,29.906,127.755,0.32,0.379,5.671,51.844,4.086,840.81,879.336
5065,1992,23.059,42.347,30.21,27.443,104.596,0.249,0.283,5.473,34.875,4.207,663.931,723.46
5065,2001,22.822,42.26,29.858,27.882,105.059,0.245,0.28,5.426,34.56,4.204,396.469,526.23
5065,2006,22.816,42.274,29.844,27.881,104.988,0.245,0.28,5.426,34.551,4.203,655.642,858.328
5065,2011,22.816,42.282,29.842,27.876,104.983,0.245,0.28,5.426,34.554,4.203,947.103,971.564
5067,1992,31.442,22.637,49.636,27.727,105.067,0.406,0.406,6.015,66.111,4.403,680.591,659.585
5067,2001,31.436,22.57,49.702,27.728,104.864,0.406,0.407,6.012,66.138,4.395,430.381,536.882
5067,2006,31.436,22.557,49.698,27.745,104.862,0.406,0.407,6.012,66.15,4.396,555.521,674.259
5067,2011,31.438,22.548,49.703,27.749,104.873,0.406,0.407,6.012,66.156,4.396,764.193,805.89
5069,1992,30.339,15.596,40.919,43.484,120.149,0.333,0.333,6.592,68.743,4.94,645.915,564.998
5069,2001,30.572,15.034,40.533,44.432,120.864,0.329,0.329,6.636,69.203,4.961,483.91,613.214
5069,2006,30.567,15.03,40.52,44.45,120.837,0.329,0.329,6.636,69.195,4.961,466.986,539.658
5069,2011,30.553,15.044,40.558,44.397,120.79,0.33,0.33,6.631,69.136,4.959,779.229,840.181
5071,1992,18.561,36.112,37.667,26.221,80.869,0.272,0.325,5.228,46.717,3.297,584.794,664.303
5071,2001,18.387,36.882,37.062,26.056,81.064,0.27,0.323,5.234,46.798,3.267,418.785,565.537
5071,2006,18.411,36.857,37.095,26.049,81.081,0.27,0.323,5.235,46.974,3.267,609.146,821.976
5071,2011,18.363,36.873,37.048,26.078,80.933,0.269,0.322,5.233,46.814,3.265,780.009,851.089
5073,1992,30.24,23.015,39.018,37.966,145.74,0.314,0.314,6.753,43.419,4.952,571.678,617.879
5073,2001,30.411,22.053,39.474,38.473,149.323,0.316,0.316,6.879,42.379,4.967,646.443,903.137
5073,2006,30.444,22.278,39.558,38.164,149.181,0.317,0.317,6.875,42.426,4.967,492.288,496.433
5073,2011,30.457,22.276,39.595,38.129,149.403,0.317,0.317,6.878,42.44,4.968,447.351,485.17
5075,1992,30.163,23.003,47.356,29.641,108.352,0.37,0.381,5.877,64.807,4.284,619.247,643.794
5075,2001,30.208,23.126,47.144,29.73,107.37,0.369,0.38,5.88,65.035,4.286,344.996,477.394
5075,2006,30.213,23.132,47.147,29.721,107.374,0.369,0.38,5.881,65.044,4.285,619.3,785.645
5075,2011,30.212,23.141,47.144,29.715,107.364,0.369,0.38,5.881,65.046,4.285,904.738,956.34
5077,1992,31.826,15.123,57.184,27.693,92.617,0.467,0.467,5.931,67.846,4.328,725.325,658.317
5077,2001,31.829,15.26,56.924,27.816,92.848,0.466,0.466,5.938,67.879,4.333,433.781,589.247
5077,2006,31.841,15.228,56.981,27.791,92.706,0.466,0.466,5.937,67.905,4.331,482.899,527.081
5077,2011,31.846,15.231,56.99,27.779,92.665,0.467,0.467,5.937,67.91,4.331,871.118,882.454
5079,1992,31.694,13.24,42.744,44.016,113.971,0.353,0.353,6.321,70.457,4.933,682.567,576.687
5079,2001,31.853,12.487,42.339,45.173,114.613,0.348,0.348,6.378,71.273,4.953,525.106,685.523
5079,2006,31.854,12.437,42.315,45.249,114.6,0.348,0.348,6.379,71.313,4.954,496.289,544.836
5079,2011,31.834,12.477,42.333,45.19,114.603,0.348,0.348,6.374,71.24,4.952,701.931,764.607
5081,1992,30.788,22.606,39.495,37.899,150.773,0.315,0.318,6.479,55.324,4.822,710.131,753.964
